요양기관명,요양종별,시도명,도로명주소,표시과목명,개설일자,전화번호,lat,lng
안녕역삼약국,약국,서울,"서울특별시 강남구 논현로85길 13, 역삼동빌딩 102호 (역삼동)",,2026-05-29,010-2854-0887,37.4991051125474,127.036253837544
에버샘의원,의원,서울,"서울특별시 서초구 강남대로 463, 리젠메디컬타워 10층 (서초동)",일반의,2026-05-18,02-3478-8087,37.5034475706091,127.024446802561
수묵재한약국,약국,서울,서울특별시 서초구 방배천로2안길,,2026-05-20,070-4647-1276,37.4798409991618,126.983985385684
연세루센트정신건강의학과의원,의원,서울,"서울특별시 송파구 올림픽로 329, 잠실르엘근린생활시설 4층 429-431호 (신천동)",정신건강의학과,2026-05-26,02-6235-1001,37.5161588169493,127.106659247528
르디테의원,의원,서울,"서울특별시 강남구 도산대로 121, YK타워 4층 (신사동)",일반의,2026-05-07,02-6085-0578,37.5174076350786,127.021728769737
은평365든든내과마취통증의학과의원,의원,서울,"서울특별시 은평구 응암로 217, 201~202호 (응암동, 아르지움 주상복합)",마취통증의학과,2026-05-11,02-303-5365,37.5915064189533,126.917097001058
여의도영상의학과의원,의원,서울,"서울특별시 영등포구 은행로 60-1, 206호 (여의도동)","진단방사선과,영상의학과",2026-05-04,010-2613-6414,37.5301951732171,126.925255768771
숨앤소리이비인후과의원,의원,서울,"서울특별시 강남구 논현로85길 13, 역삼동빌딩 3층 (역삼동)",이비인후과,2026-05-22,02-554-5120,37.4991051125474,127.036253837544
르엘오층약국,약국,서울,"서울특별시 송파구 올림픽로 329, 잠실르엘상가동 5층 509호 (신천동)",,2026-05-22,02-2203-0777,37.5161588169493,127.106659247528
더튼튼약국,약국,서울,"서울특별시 중랑구 면목로39길 23, 1층 (면목동)",,2026-05-19,010-9584-8899,37.5798073878264,127.086050967222
다시봄날의원,의원,서울,"서울특별시 서대문구 신촌로 99, 엘리트빌딩 7층, 9층 (창천동)",일반의,2026-05-22,02-2088-7788,37.5556905692992,126.937158820225
리쥬큐어의원,의원,서울,서울특별시 서초구 반포대로,일반의,2026-05-27,02-6677-8088,37.4985192636271,127.00438586818
홍제성모이비인후과의원,의원,서울,"서울특별시 서대문구 통일로 413, 연세24시사우나 3층 302호 (홍제동)",이비인후과,2026-05-08,02-396-7115,37.5861817569167,126.946438736626
샤인업약국,약국,서울,"서울특별시 마포구 양화로 188, 애경타워 1층 (동교동)",,2026-05-29,02-000-0000,37.5577458058734,126.926498328277
아바(ava)성형외과의원,의원,서울,"서울특별시 서초구 강남대로 603, 인성빌딩 4층 (잠원동)",성형외과,2026-05-22,010-2070-7572,37.5155601884765,127.019301053284
스테디성형외과의원,의원,서울,"서울특별시 강남구 봉은사로 111, (대장상9층)표기8층 (논현동)",성형외과,2026-05-19,02-547-7880,37.5051960660157,127.025700266315
아이비어린이병원,병원,서울,"서울특별시 구로구 목동남로 2, B1~B2, 2~8층 (고척동)",,2026-05-26,02-2616-0603,37.5066396860673,126.860462793842
톤즈의원,의원,서울,서울특별시 영등포구 영중로,일반의,2026-05-14,02-6952-0304,37.5240566401073,126.905276394536
청아이비인후과의원,의원,서울,"서울특별시 동대문구 답십리로 288, 씨젠 메디칼 타워 4층 4-3호 (장안동)",이비인후과,2026-05-20,02-2213-9275,37.5719341385201,127.072354312103
당산리더스정형외과의원,의원,서울,"서울특별시 영등포구 양평로 48, 3층 (당산동6가, 디마크당산)",정형외과,2026-05-08,02-2635-7588,37.5346382040521,126.901452281436
디디한의원,한의원,서울,"서울특별시 강서구 마곡중앙로 55, 문영 퀸즈파크13 401~407호 (마곡동)",,2026-05-22,02-2667-0500,37.5586163657293,126.826261533211
4층열린약국,약국,서울,"서울특별시 성동구 독서당로 223, 래미안 옥수 리버젠 상가 제지1층 109호 (옥수동)",,2026-05-04,070-4333-4404,37.5442707521164,127.015191933825
서울정재활의학과의원,의원,서울,"서울특별시 강남구 언주로 859, 쉬즈.애비뉴빌딩 6층 (신사동)",재활의학과,2026-05-11,02-512-6688,37.5271890706411,127.033111871256
가양참푸른약국,약국,서울,"서울특별시 강서구 양천로57길 5, 1층 일부(113호, 114호)호 (가양동)",,2026-05-08,02-6952-9647,37.5633237548044,126.851732881733
명인치과의원,치과의원,서울,"서울특별시 동작구 보라매로3길 29, 제2층 제1호,제2호 (신대방동, 해태보라매타워)",,2026-05-13,02-841-6661,37.4912113425285,126.924990343437
산비오의원,의원,서울,"서울특별시 송파구 올림픽로 92, 잠실두성빌딩 4층 (잠실동)",일반의,2026-05-26,02-6326-7988,37.5114749966385,127.080829034455
메이퓨어의원 마곡점,의원,서울,"서울특별시 강서구 마곡중앙로 111, 101동 B205~207호 (마곡동, 롯데캐슬 르웨스트)",일반의,2026-05-20,02-3663-0503,37.5638094509858,126.825417557789
꼬끄드도산의원,의원,서울,"서울특별시 강남구 언주로165길 7-8, 지하3층~지상5층 (신사동)",일반의,2026-05-11,02-516-6241,37.5253521581418,127.032278438199
둔촌오세관정형외과의원,의원,서울,"서울특별시 강동구 양재대로89길 24, 4층 (성내동)",정형외과,2026-05-15,02-472-5988,37.5268452197586,127.13416880084
우리척척마취통증의학과의원,의원,서울,"서울특별시 중랑구 망우로 410, 410타워 2,4층 (망우동)",마취통증의학과,2026-05-18,02-437-7501,37.5989670149032,127.097595683719
연세세브란스치과의원,치과의원,서울,"서울특별시 성동구 성수이로7길 7, 서울숲 한라시그마밸리Ⅱ 2층 204호 (성수동2가)",,2026-05-20,02-6298-2875,37.5398076019937,127.054460766673
중화제일마취통증의학과의원,의원,서울,"서울특별시 중랑구 중랑역로 122, 한서빌딩 1층 (중화동)",마취통증의학과,2026-05-22,02-491-9111,37.6042043396493,127.077488019983
포레온해랑약국,약국,서울,"서울특별시 강동구 양재대로 1300, 2층 210호 (둔촌동, 올림픽파크포레온)",,2026-05-07,02-2135-4025,37.5249677176279,127.140290598327
진정성한의원,한의원,서울,"서울특별시 광진구 동일로18길 107, 203호 (자양동)",,2026-05-06,010-7641-8788,37.538326224975,127.068709933053
비에체피부과의원,의원,서울,"서울특별시 강남구 도산대로 428, 3층 (청담동)",피부과,2026-05-08,02-,37.5232341761797,127.042759205652
메디큐약국,약국,서울,"서울특별시 강남구 강남대로 488, 센트럴스퀘어강남 1층 102호 (논현동)",,2026-05-08,070-4350-4582,37.5058752765223,127.024267428303
매봉이치과의원,치과의원,서울,"서울특별시 강남구 논현로28길 56, 6층 (도곡동)",,2026-05-20,010-6625-6530,37.4846139138939,127.046380977217
홍대 로즈미약국,약국,서울,서울특별시 마포구 홍익로,,2026-05-18,070-7607-3032,37.5540219315164,126.922884921727
라현의원,의원,서울,"서울특별시 강남구 도산대로 420, 청담스퀘어 5층 (청담동)",일반의,2026-05-12,02-3445-1155,37.5230539082669,127.042195064505
수락산본튼튼정형외과의원,의원,서울,"서울특별시 노원구 동일로 1660, 2층 (상계동)",정형외과,2026-05-18,010-5673-7981,37.6765885920661,127.055667748254
정든한의원,한의원,서울,서울특별시 중랑구 면목로,,2026-05-27,02-433-4582,37.5832698672153,127.088419117083
스타약국,약국,서울,"서울특별시 송파구 삼전로 99, 대성빌딩 1층 일부호 (잠실동)",,2026-05-04,02-420-4148,37.507262374315,127.090133910971
리뉴업성형외과의원,의원,서울,"서울특별시 강남구 강남대로94길 18, 10층 (역삼동)",성형외과,2026-05-22,02-2088-0033,37.4993816940953,127.028830264591
라인영약국,약국,서울,"서울특별시 중구 명동8길 34, 1~2층 (명동2가)",,2026-05-21,02-3789-5552,37.5621823977076,126.984699735112
미오의원,의원,서울,"서울특별시 강남구 강남대로 372, FINE TOWER 2층 (역삼동)",일반의,2026-05-28,02-558-5550,37.4960350270018,127.029070411585
365구의매일약국,약국,서울,"서울특별시 광진구 자양로18길 22, 리마크빌구의 1층 102호 (구의동)",,2026-05-22,02-6397-0365,37.5374488076669,127.084949104501
맑은하늘내과의원,의원,서울,"서울특별시 구로구 경인로 367, 7층 707-712호 (고척동)",내과,2026-05-06,02-2688-7582,37.4971328685974,126.861575941087
하온약국,약국,서울,"서울특별시 영등포구 국회대로70길 18, 한양빌딩 1층 2호 (여의도동)",,2026-05-04,02-6953-3608,37.5288920000623,126.920347540815
똑똑연세내과의원,의원,서울,서울특별시 송파구 동남로,내과,2026-05-08,02-6482-1234,37.4978155880292,127.133387892367
연세윤슬정신건강의학과의원,의원,서울,"서울특별시 마포구 마포대로 156, 공덕푸르지오시티 2층 205일부호, 206일부호, 207호 (공덕동)",정신건강의학과,2026-05-19,02-717-7700,37.5479383583415,126.954369685876
강서성모맑은내과의원,의원,서울,"서울특별시 강서구 공항대로 200, 마곡지웰타워 301~304호 (마곡동)",내과,2026-05-18,02-2666-0666,37.5589625253663,126.829473076046
보라매 센터약국,약국,서울,"서울특별시 영등포구 신풍로 117, 1층 (신길동)",,2026-05-27,010-9001-8665,37.5001452544685,126.919354510832
생생연한의원,한의원,서울,"서울특별시 송파구 중대로 193, 4층 (가락동)",,2026-05-20,010-5137-2771,37.4993475285985,127.125785072289
이수탑정형외과의원,의원,서울,"서울특별시 서초구 서초대로 2, 이수파이브 3층 (방배동)",정형외과,2026-05-20,02-588-7500,37.4850946096473,126.982764382885
큐브산부인과의원,의원,서울,"서울특별시 구로구 경인로 661, 신도림1차푸르지오 104동 238,239호 (신도림동)",산부인과,2026-05-28,02-3439-7862,37.5096619486431,126.887986372819
로우파이치과의원,치과의원,서울,"서울특별시 강남구 압구정로28길 49, 유림아트홀 3층층 (신사동)",,2026-05-13,070-7755-8823,37.5232586676671,127.027711483385
365먹골탑정형외과의원,의원,서울,"서울특별시 중랑구 동일로 898, 하이마트 1-3층 (묵동)",정형외과,2026-05-06,02-973-1007,37.6105756029728,127.07802546448
보라매성모안과의원,의원,서울,"서울특별시 영등포구 신풍로 117, 3층 (신길동)",안과,2026-05-11,02-848-7007,37.5001452544685,126.919354510832
석촌우리약국,약국,서울,"서울특별시 송파구 송파대로 422, 영빌딩 1층 2-1의1호 (송파동)",,2026-05-27,02-416-0525,37.5049872636509,127.107853830498
봄결성형외과의원,의원,서울,"서울특별시 강남구 논현로 841, 제이비 미소 빌딩 3층 303, 304호 (신사동)",성형외과,2026-05-14,02-516-8767,37.5239684663137,127.027758806248
더원약국,약국,서울,"서울특별시 강남구 선릉로 655, 1층 102호 (논현동)",,2026-05-20,02-3445-1492,37.5151391247988,127.041720060155
셀포유서울의원,의원,서울,"서울특별시 중랑구 양원역로10길 25, 3,5,7층 (망우동)",일반의,2026-05-18,02-2208-7101,37.6069046522861,127.107244866067
본정한의원,한의원,서울,"서울특별시 종로구 인사동5길 20, 오원빌딩 402호 (관훈동)",,2026-05-19,02-6952-6213,37.5726755448903,126.985169517081
그로브원피부과의원,의원,서울,"서울특별시 강남구 도산대로 427, 파모소빌딩 4~5층 (청담동)",피부과,2026-05-01,02,37.523948653363,127.042558928333
삼잘한의원,한의원,서울,"서울특별시 노원구 노해로 482, 덕영빌딩 7층 701호 (상계동)",,2026-05-08,02-6952-4067,37.6542725250696,127.061716819928
안단테약국,약국,서울,서울특별시 서초구 남부순환로325길,,2026-05-27,010-9849-7992,37.4828175387323,127.014894335894
연세아너스치과의원,치과의원,서울,"서울특별시 은평구 진관2로 15-13, 플라이크 은평 2층 E-207호 (진관동)",,2026-05-07,02-388-2879,37.6357731568395,126.918261687296
화인약국,약국,서울,서울특별시 구로구 구로동로26길,,2026-05-29,02-6014-6126,37.4899336839289,126.887866128217
보라매탑재활의학과의원,의원,서울,"서울특별시 영등포구 신풍로 117, 4층 (신길동)",재활의학과,2026-05-11,02-831-9088,37.5001452544685,126.919354510832
라니약국,약국,서울,"서울특별시 은평구 응암로 217, 105호 (응암동, 아르지움 주상복합)",,2026-05-12,070-7758-3430,37.5915064189533,126.917097001058
피에스케이메디약국,약국,서울,서울특별시 중구 장충단로,,2026-05-20,010-2503-9801,37.5593896220281,127.005673339842
잠실르엘산부인과의원,의원,서울,"서울특별시 송파구 올림픽로 329, 501,503,504호 (신천동)",산부인과,2026-05-20,02-423-5553,37.5161588169493,127.106659247528
턱하면구강내과치과의원,치과의원,서울,"서울특별시 성동구 왕십리로 332, 성동 트레비스타 오피스텔 201, 202, 203호 (도선동)",,2026-05-18,02-6105-7575,37.563048284529,127.033158634924
합정호치과의원,치과의원,서울,"서울특별시 마포구 양화로 64, 서교제일빌딩 2층 201호 (서교동)",,2026-05-20,02-326-2879,37.5503095776344,126.915802998181
사계절정신건강의학과의원,의원,서울,"서울특별시 마포구 월드컵로1길 14, 1층 116호 (합정동, 마포 한강 푸르지오)",정신건강의학과,2026-05-14,02-336-1804,37.5500497954747,126.912061257921
종로내과의원,의원,서울,"서울특별시 종로구 종로 128, 화영빌딩 401호 (종로3가)",내과,2026-05-28,02-2268-0035,37.5701516113104,126.991919192212
성모에이스내과의원,의원,서울,"서울특별시 송파구 올림픽로 329, 506~508호 (신천동)",내과,2026-05-18,02-422-2500,37.5161588169493,127.106659247528
채우다의원,의원,서울,"서울특별시 강남구 논현로 812, 3층 (신사동)",일반의,2026-05-22,02-3445-0110,37.5211038213816,127.028503215385
송파나루정신건강의학과의원,의원,서울,"서울특별시 송파구 백제고분로 463, 웅산빌딩 8층 (방이동)",정신건강의학과,2026-05-08,02-418-7533,37.5119047569382,127.112551751209
제이셀성형외과의원,의원,서울,"서울특별시 강남구 도산대로 428, 2층 (청담동)",성형외과,2026-05-27,02-512-0601,37.5232341761797,127.042759205652
